Fuel cell
 Voltage controlled: 2.45 V
 Scan rate: 0.50 s
 23.10.2024 14:51:35
 
 Time [s]	Voltage [V]	Current [A]	Power [W]
35.323000	2.438047	0.160379	0.391012
35.823000	2.438047	0.158536	0.386518
36.323000	2.439336	0.158536	0.386723
36.823000	2.435039	0.158536	0.386041
37.323000	2.434609	0.160379	0.390460
37.823000	2.436758	0.158536	0.386314
38.323000	2.436758	0.158536	0.386314
38.823000	2.438047	0.160379	0.391012
39.323000	2.437187	0.160379	0.390874
39.823000	2.439336	0.158536	0.386723
40.323000	2.438477	0.164066	0.400071
40.823000	2.439336	0.162223	0.395716
41.323000	2.440195	0.162223	0.395856
41.823000	2.435469	0.164066	0.399578
42.323000	2.437617	0.162223	0.395438
42.823000	2.435898	0.160379	0.390667
43.323000	2.433750	0.162223	0.394810
43.823000	2.432461	0.162223	0.394601
44.323000	2.433750	0.160379	0.390322
44.823000	2.431172	0.160379	0.389909
45.323000	2.432890	0.158536	0.385701
45.823000	2.431602	0.158536	0.385496
46.323000	2.434180	0.158536	0.385905
46.823000	2.432461	0.158536	0.385633
47.323000	2.434180	0.156693	0.381419
47.823000	2.432461	0.156693	0.381150
48.323000	2.433320	0.156693	0.381284
48.823000	2.431602	0.154849	0.376531
49.323000	2.432890	0.153006	0.372247
49.823000	2.432031	0.154849	0.376598
50.323000	2.433750	0.154849	0.376864
50.823000	2.432461	0.153006	0.372181
51.323000	2.435039	0.153006	0.372576
51.823000	2.433320	0.151162	0.367826
52.323000	2.432461	0.151162	0.367696
52.823000	2.435039	0.151162	0.368085
53.323000	2.434180	0.151162	0.367956
53.823000	2.433750	0.151162	0.367891
54.323000	2.436328	0.151162	0.368280
54.823000	2.435898	0.151162	0.368215
55.323000	2.435039	0.149319	0.363598
55.823000	2.434180	0.149319	0.363469
56.323000	2.433320	0.149319	0.363341
56.823000	2.437187	0.147475	0.359424
57.323000	2.435898	0.149319	0.363726
57.823000	2.435039	0.149319	0.363598
58.323000	2.434609	0.149319	0.363533
58.823000	2.434609	0.149319	0.363533
59.323000	2.434180	0.149319	0.363469
59.823000	2.434609	0.149319	0.363533
60.323000	2.434180	0.147475	0.358981
60.823000	2.434180	0.147475	0.358981
61.323000	2.433320	0.149319	0.363341
61.823000	2.437617	0.147475	0.359488
62.323000	2.438047	0.149319	0.364047
62.823000	2.434180	0.149319	0.363469
63.323000	2.437617	0.147475	0.359488
63.823000	2.437617	0.147475	0.359488
64.323000	2.437187	0.147475	0.359424
64.823000	2.438047	0.147475	0.359551
65.323000	2.436758	0.149319	0.363854
65.823000	2.437187	0.147475	0.359424
66.323000	2.436758	0.147475	0.359361
66.823000	2.436328	0.147475	0.359297
67.323000	2.435898	0.147475	0.359234
67.823000	2.435898	0.147475	0.359234
68.323000	2.434180	0.147475	0.358981
68.823000	2.433750	0.149319	0.363405
69.323000	2.432890	0.147475	0.358790
69.823000	2.435898	0.145632	0.354745
70.323000	2.434609	0.145632	0.354557
70.823000	2.433750	0.145632	0.354432
71.323000	2.432890	0.147475	0.358790
71.823000	2.436758	0.145632	0.354870
72.323000	2.435469	0.147475	0.359171
72.823000	2.435039	0.145632	0.354620
73.323000	2.434609	0.145632	0.354557
73.823000	2.433750	0.145632	0.354432
74.323000	2.437187	0.143788	0.350438
74.823000	2.437617	0.143788	0.350500
75.323000	2.438477	0.145632	0.355120
75.823000	2.441484	0.145632	0.355558
76.323000	2.438047	0.145632	0.355058
76.823000	2.435469	0.145632	0.354682
77.323000	2.433750	0.145632	0.354432
77.823000	2.435898	0.145632	0.354745
78.323000	2.435039	0.145632	0.354620
78.823000	2.435039	0.145632	0.354620
79.323000	2.433320	0.145632	0.354369
79.823000	2.434609	0.145632	0.354557
80.323000	2.437187	0.145632	0.354932
80.823000	2.443203	0.145632	0.355809
81.323000	2.441055	0.147475	0.359995
81.823000	2.438477	0.147475	0.359614
82.323000	2.438047	0.149319	0.364047
82.823000	2.437187	0.147475	0.359424
83.323000	2.438477	0.147475	0.359614
83.823000	2.436758	0.149319	0.363854
84.323000	2.441484	0.149319	0.364560
84.823000	2.440195	0.151162	0.368865
85.323000	2.438477	0.151162	0.368605
85.823000	2.439766	0.151162	0.368800
86.323000	2.439766	0.151162	0.368800
86.823000	2.435898	0.153006	0.372707
87.323000	2.436328	0.153006	0.372773
87.823000	2.436758	0.153006	0.372839
88.323000	2.438477	0.153006	0.373102
88.823000	2.439336	0.153006	0.373233
89.323000	2.436758	0.153006	0.372839
89.823000	2.438047	0.153006	0.373036
90.323000	2.438047	0.153006	0.373036
90.823000	2.439766	0.153006	0.373299
91.323000	2.438047	0.153006	0.373036
91.823000	2.438906	0.154849	0.377662
92.323000	2.437617	0.154849	0.377463
92.823000	2.436758	0.154849	0.377330
93.323000	2.435469	0.154849	0.377130
93.823000	2.434609	0.154849	0.376997
94.323000	2.432890	0.153006	0.372247
94.823000	2.436758	0.153006	0.372839
95.323000	2.436328	0.153006	0.372773
95.823000	2.436758	0.153006	0.372839
96.323000	2.436328	0.153006	0.372773
96.823000	2.437187	0.153006	0.372904
97.323000	2.436328	0.153006	0.372773
97.823000	2.434609	0.154849	0.376997
98.323000	2.432031	0.153006	0.372115
98.823000	2.433320	0.153006	0.372313
99.323000	2.430742	0.153006	0.371918
99.823000	2.432031	0.151162	0.367631
100.323000	2.433750	0.149319	0.363405
100.823000	2.431172	0.149319	0.363020
101.323000	2.433320	0.149319	0.363341
101.823000	2.431602	0.149319	0.363084
102.323000	2.433320	0.147475	0.358854
102.825000	2.431602	0.147475	0.358601
103.323000	2.433750	0.145632	0.354432
103.823000	2.432890	0.145632	0.354307
104.323000	2.435469	0.143788	0.350191
104.823000	2.433320	0.145632	0.354369
105.323000	2.432461	0.143788	0.349759
105.823000	2.434180	0.143788	0.350006
106.323000	2.432461	0.143788	0.349759
106.823000	2.435469	0.141945	0.345703
107.323000	2.434180	0.141945	0.345520
107.823000	2.433320	0.141945	0.345398
108.323000	2.435898	0.141945	0.345764
108.823000	2.435898	0.141945	0.345764
109.323000	2.435898	0.141945	0.345764
109.823000	2.435039	0.141945	0.345642
110.323000	2.435898	0.141945	0.345764
110.823000	2.435898	0.141945	0.345764
111.323000	2.436328	0.141945	0.345825
111.823000	2.435898	0.141945	0.345764
112.323000	2.435898	0.141945	0.345764
112.823000	2.435898	0.141945	0.345764
113.323000	2.435469	0.141945	0.345703
113.823000	2.435469	0.141945	0.345703
114.323000	2.434609	0.141945	0.345581
114.823000	2.433750	0.141945	0.345459
115.323000	2.432890	0.141945	0.345337
115.823000	2.435039	0.140102	0.341154
116.323000	2.434609	0.140102	0.341094
116.823000	2.433750	0.141945	0.345459
117.323000	2.436328	0.140102	0.341334
117.823000	2.435898	0.140102	0.341274
118.323000	2.436328	0.140102	0.341334
118.823000	2.436328	0.140102	0.341334
119.323000	2.435898	0.140102	0.341274
119.823000	2.435469	0.140102	0.341214
120.323000	2.434609	0.140102	0.341094
